step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J14_stopped,J14_accumulated_waiting_time,J14_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.58443825599037,0,0.0,0.9780487170660248,0,0.0
10.0,0,0.0,0.0,11.747313159220077,0,0.0,0.9628751694395886,0,0.0
15.0,0,0.0,0.0,9.969664852949773,0,0.0,0.9622391073945507,0,0.0
20.0,0,0.0,0.0,11.3194416213993,0,0.0,0.8098567279780262,0,0.0
25.0,1,3.0,0.2727272727272727,7.581307815201382,1,3.0,0.5008783858983558,1,3.0
30.0,1,2.0,0.13333333333333333,6.256020249555179,1,2.0,0.3970917738216134,1,2.0
35.0,2,12.0,0.8571428571428571,6.980859003586692,2,12.0,0.3272332871449111,2,12.0
40.0,0,0.0,0.0,6.940890210624991,0,8.0,0.2788536823750708,0,8.0
45.0,1,4.0,0.25,10.476565223679799,1,4.0,0.6809506446049641,1,4.0
50.0,1,2.0,0.14285714285714285,9.786921996018583,1,2.0,0.6381037743435822,1,2.0
55.0,2,8.0,0.6153846153846154,8.08031619706109,2,8.0,0.36359773053836564,2,8.0
60.0,3,20.0,1.6666666666666667,8.993143888686532,3,20.0,0.5333207582780745,3,20.0
65.0,3,35.0,2.0588235294117645,8.572800746739295,3,35.0,0.5990552463783935,3,35.0
70.0,0,0.0,0.0,7.669235858442517,0,14.0,0.5217764768281259,0,14.0
75.0,8,25.0,1.3157894736842106,5.904529981583221,8,25.0,0.30375027789517767,8,25.0
80.0,0,0.0,0.0,5.92360696865258,0,23.0,0.31005809636183485,0,23.0
85.0,1,4.0,0.21052631578947367,7.669713832938463,1,10.0,0.36275187459210495,1,10.0
90.0,3,7.0,0.4375,6.116300746493198,2,14.0,0.2853114487660793,2,14.0
95.0,6,26.0,1.625,5.207805565647115,6,34.0,0.21618554714324204,6,34.0
100.0,3,6.0,0.35294117647058826,6.473661770347594,2,21.0,0.424673522759674,2,21.0
105.0,3,18.0,0.9473684210526315,8.769342463980466,3,29.0,0.5680803815862701,3,29.0
110.0,2,4.0,0.2222222222222222,6.55343771602727,2,24.0,0.3691408393287919,2,24.0
115.0,6,24.0,1.3333333333333333,7.117185477866163,6,34.0,0.39271516906049614,6,34.0
120.0,3,6.0,0.3333333333333333,4.514939532251629,2,17.0,0.31946859577737896,2,17.0
125.0,7,33.0,1.8333333333333333,4.658499468516488,6,27.0,0.17179286036251093,6,27.0
130.0,4,11.0,0.6470588235294118,5.6114743747501965,4,37.0,0.17294533199425452,4,37.0
135.0,1,6.0,0.4,6.400816717456015,1,25.0,0.26619403369854466,1,25.0
140.0,3,14.0,0.875,7.768820546336,3,18.0,0.458883675084228,3,18.0
145.0,2,5.0,0.25,9.25213738869428,2,9.0,0.6572164282861652,2,9.0
150.0,2,15.0,0.8333333333333334,6.478230311600894,2,19.0,0.42327436913577526,2,19.0
155.0,6,8.0,0.47058823529411764,4.496796400939816,4,12.0,0.1276665127051578,4,12.0
160.0,4,26.0,1.625,5.426183514304717,4,27.0,0.30496091458477576,4,27.0
