step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J14_stopped,J14_accumulated_waiting_time,J14_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.388920379252227,0,0.0,0.9687637510239027,0,0.0
10.0,0,0.0,0.0,12.208652564627238,0,0.0,0.9438231370574147,0,0.0
15.0,3,3.0,0.23076923076923078,8.332210737713138,3,3.0,0.53796817014574,3,3.0
20.0,6,24.0,1.5,4.2785462677037565,6,24.0,0.23319610507634772,6,24.0
25.0,8,63.0,3.3157894736842106,6.023628503403532,8,63.0,0.3848462127916714,8,63.0
30.0,3,4.0,0.18181818181818182,5.936698225883773,2,43.0,0.42311263373569163,2,43.0
35.0,3,3.0,0.10714285714285714,6.056891645765616,3,19.0,0.2960343466129373,3,19.0
40.0,3,18.0,0.6428571428571429,8.269906657724677,3,21.0,0.48618726882006014,3,21.0
45.0,7,39.0,1.56,5.502936179847983,7,39.0,0.20537185867440022,7,39.0
50.0,10,77.0,3.347826086956522,4.6319161031188525,9,78.0,0.21407465695671335,9,78.0
55.0,10,125.0,5.434782608695652,4.745244642041233,10,126.0,0.1951525448241868,10,126.0
60.0,11,180.0,8.571428571428571,4.48303537304963,11,180.0,0.2053909107991896,11,180.0
65.0,12,235.0,10.681818181818182,3.5683642335449135,12,235.0,0.0793343273549249,12,235.0
70.0,11,290.0,13.181818181818182,4.60371613191147,11,290.0,0.22495214637970973,11,290.0
75.0,11,345.0,16.428571428571427,4.048026116045092,11,345.0,0.2154631934758192,11,345.0
80.0,15,413.0,21.736842105263158,2.3915333757281596,14,411.0,0.047788358918186086,14,411.0
85.0,14,481.0,25.31578947368421,3.267835778871641,14,481.0,0.061733333333333335,14,481.0
90.0,15,551.0,26.238095238095237,3.3954595066763082,15,551.0,0.2124827763938255,15,551.0
95.0,15,624.0,24.0,4.0049110167887685,15,624.0,0.2604650399290194,15,624.0
100.0,13,338.0,12.518518518518519,3.8434743039772834,13,567.0,0.2303244665733154,13,567.0
105.0,9,43.0,1.5357142857142858,4.101991649214304,9,385.0,0.17988449248457195,9,385.0
110.0,6,42.0,1.4482758620689655,5.994279429866171,6,235.0,0.29108370457915395,6,235.0
115.0,10,79.0,3.2916666666666665,4.465008668202166,10,141.0,0.1904702577582517,10,141.0
120.0,11,129.0,4.961538461538462,4.925794992564339,11,151.0,0.24624920220623828,11,151.0
125.0,7,33.0,1.32,3.7789591530110456,5,116.0,0.18665700633723417,5,116.0
130.0,5,23.0,0.9583333333333334,4.326525907500033,5,112.0,0.2281016218818316,5,112.0
135.0,10,40.0,1.7391304347826086,3.559843204388081,10,139.0,0.108003413167527,10,139.0
140.0,12,72.0,3.272727272727273,4.2799993406471115,12,159.0,0.17680853751711767,12,159.0
145.0,8,49.0,2.45,4.126511193230144,8,129.0,0.15613236642421313,8,129.0
150.0,5,20.0,0.9523809523809523,4.563096360386885,5,130.0,0.1756317250187992,5,130.0
155.0,4,15.0,0.7894736842105263,4.563905332470614,4,131.0,0.22219798436138838,4,131.0
160.0,10,49.0,2.5789473684210527,3.397355576103274,10,146.0,0.09804347935479747,10,146.0
165.0,5,28.0,1.2727272727272727,6.5383172654231485,5,124.0,0.3988227845313385,5,124.0
170.0,2,3.0,0.14285714285714285,7.124289288170447,1,84.0,0.40905084405978837,1,84.0
175.0,2,3.0,0.125,6.36739389150544,2,87.0,0.3606270064978436,2,87.0
180.0,6,29.0,1.380952380952381,4.242263901598423,6,114.0,0.21283398423141925,6,114.0
185.0,7,23.0,1.0,4.548128419227863,7,103.0,0.19840870002343222,7,103.0
190.0,4,16.0,0.6956521739130435,5.1658346649810865,4,125.0,0.2721607330723089,4,125.0
195.0,5,20.0,0.7407407407407407,5.901644944819838,5,134.0,0.4007660961651658,5,134.0
200.0,12,63.0,1.96875,5.686942038821281,12,174.0,0.346708489082225,12,174.0
205.0,16,134.0,3.8285714285714287,3.9266132982082778,16,245.0,0.16634328635522386,16,245.0
210.0,20,230.0,7.419354838709677,3.7781705875786726,20,341.0,0.135568737683957,20,341.0
215.0,13,149.0,5.321428571428571,2.3968999683383427,12,327.0,0.08280831051521481,12,327.0
220.0,5,53.0,1.8275862068965518,4.3570928927648085,5,273.0,0.169564601749699,5,273.0
225.0,6,14.0,0.5185185185185185,4.294917209836804,5,285.0,0.18848726069873373,5,285.0
230.0,9,47.0,1.5666666666666667,3.983539419449829,9,321.0,0.22418321799785604,9,321.0
235.0,8,32.0,1.103448275862069,3.1412014156808303,8,282.0,0.19082908582684951,8,282.0
240.0,9,33.0,1.1379310344827587,4.382138709907271,9,247.0,0.15033468586065973,9,247.0
245.0,5,40.0,1.3793103448275863,4.841679115897415,5,236.0,0.20109892464858076,5,236.0
250.0,6,68.0,2.3448275862068964,4.921261453374295,6,226.0,0.207466544009912,6,226.0
255.0,3,13.0,0.4482758620689655,4.747229610460171,3,221.0,0.26404382406619725,3,221.0
260.0,4,7.0,0.25,4.206371744598936,4,179.0,0.1638724847559234,4,179.0
265.0,5,6.0,0.1935483870967742,5.438303090393039,4,147.0,0.29067778995985316,4,147.0
270.0,5,19.0,0.6551724137931034,4.446472714351934,5,135.0,0.18815277428224333,5,135.0
275.0,11,58.0,2.4166666666666665,3.240117255403638,11,150.0,0.1394350531699428,11,150.0
280.0,5,25.0,1.0,3.85957384964992,5,156.0,0.17586115844008937,5,156.0
285.0,5,20.0,0.8,4.060926120025679,5,139.0,0.1552321577059267,5,139.0
290.0,7,25.0,1.0,3.566437680011754,7,132.0,0.17420964232907404,7,132.0
295.0,6,34.0,1.3076923076923077,5.5120627879017015,6,109.0,0.295245599249065,6,109.0
300.0,4,7.0,0.28,4.567739503009758,4,97.0,0.23606299846216924,4,97.0
305.0,8,34.0,1.36,3.933014841867047,8,88.0,0.12080791297232482,8,88.0
310.0,12,91.0,3.1379310344827585,4.873448684245188,12,143.0,0.21699861953857674,12,143.0
315.0,16,163.0,6.037037037037037,3.23748699245505,16,215.0,0.14492491940030217,16,215.0
320.0,11,93.0,3.4444444444444446,3.6096735226711405,10,195.0,0.19193040967743905,10,195.0
325.0,8,66.0,2.2758620689655173,4.724681337739125,7,184.0,0.23802573704672067,7,184.0
330.0,3,26.0,0.896551724137931,4.901871361677606,3,191.0,0.20796989449892953,3,191.0
335.0,5,10.0,0.3448275862068966,4.3134455505958815,5,190.0,0.17604388796377168,5,190.0
340.0,11,56.0,2.1538461538461537,4.543801899027428,11,221.0,0.20341771246877763,11,221.0
345.0,15,124.0,4.592592592592593,3.142345396702689,15,289.0,0.11317480438053842,15,289.0
350.0,10,86.0,3.3076923076923075,3.89316802839633,10,278.0,0.230245942283792,10,278.0
355.0,6,49.0,1.8148148148148149,4.3080774650213,6,267.0,0.18978064442869744,6,267.0
360.0,3,6.0,0.23076923076923078,4.769204638190438,3,277.0,0.23544571905083772,3,277.0
365.0,9,39.0,1.4444444444444444,4.372238809715155,9,306.0,0.20622016089130096,9,306.0
370.0,17,104.0,3.466666666666667,3.698949912761719,17,371.0,0.19341178799424213,17,371.0
375.0,19,193.0,6.433333333333334,3.130961573253499,19,460.0,0.17309333012037426,19,460.0
380.0,22,299.0,9.34375,2.0492375288110773,22,566.0,0.06322270150215904,22,566.0
385.0,25,421.0,12.757575757575758,2.076263532612851,25,688.0,0.0918970565089574,25,688.0
390.0,27,553.0,16.264705882352942,1.9028851863395877,27,820.0,0.11493503466137629,27,820.0
395.0,29,694.0,19.27777777777778,2.115188739218951,29,961.0,0.12318301889726782,29,961.0
400.0,29,839.0,22.07894736842105,2.0178570548623482,29,1106.0,0.10758382621363421,29,1106.0
405.0,19,557.0,13.925,1.7893335778442414,19,1038.0,0.06803305942919154,19,1038.0
410.0,12,219.0,5.615384615384615,3.192563729378825,11,995.0,0.130314004296299,11,995.0
415.0,10,30.0,0.75,3.047551540181668,10,1032.0,0.13784250762027708,10,1032.0
420.0,17,96.0,2.341463414634146,2.998908442658059,17,1088.0,0.1413500489446467,17,1088.0
425.0,26,209.0,5.358974358974359,2.752942892721705,26,1200.0,0.0827472590264435,26,1200.0
430.0,29,350.0,9.45945945945946,2.4170807592536914,29,1341.0,0.043995915210010776,29,1341.0
435.0,19,245.0,6.805555555555555,2.456806515566014,18,1242.0,0.1263657681277689,18,1242.0
440.0,9,102.0,2.914285714285714,4.024024350903542,8,1067.0,0.16527735995492684,8,1067.0
445.0,3,9.0,0.2727272727272727,4.4458340259469225,2,906.0,0.24084147307018505,2,906.0
450.0,2,17.0,0.5,4.530432884602335,2,811.0,0.2288584605296075,2,811.0
455.0,7,16.0,0.48484848484848486,3.452465987688785,6,816.0,0.13017790576125435,6,816.0
460.0,16,64.0,2.0,2.5728126475460287,16,858.0,0.07267279596629118,16,858.0
465.0,19,131.0,4.09375,2.2554298779685715,19,945.0,0.10207289424148941,19,945.0
470.0,15,116.0,3.7419354838709675,2.2305392203117362,14,835.0,0.10697100804812186,14,835.0
475.0,8,50.0,1.5625,4.899243690073899,8,566.0,0.22196511632148172,8,566.0
480.0,4,10.0,0.3448275862068966,4.590741445639174,4,552.0,0.18240017457288135,4,552.0
485.0,14,60.0,2.142857142857143,1.8060927452564184,14,602.0,0.05005110381826396,14,602.0
490.0,19,150.0,5.357142857142857,1.4159093125020827,19,692.0,0.06339510601708177,19,692.0
495.0,16,113.0,4.185185185185185,0.7907369202310847,16,607.0,0.03529849650834913,16,607.0
500.0,5,32.0,1.032258064516129,4.2804897000364726,5,505.0,0.22085076877462329,5,505.0
505.0,4,6.0,0.1935483870967742,3.6050085692847484,4,521.0,0.13146923841953814,4,521.0
510.0,12,52.0,1.793103448275862,2.406513665192595,12,567.0,0.10597889298798752,12,567.0
515.0,20,136.0,4.533333333333333,1.1568227458443772,20,651.0,0.03445586510748793,20,651.0
520.0,16,102.0,3.2903225806451615,2.071960608920552,15,556.0,0.09540963988980612,15,556.0
525.0,6,38.0,1.1176470588235294,4.880126020439989,6,430.0,0.2602269986262936,6,430.0
