step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J0_stopped,J0_accumulated_waiting_time,J0_average_speed,J1_stopped,J1_accumulated_waiting_time,J1_average_speed,J14_stopped,J14_accumulated_waiting_time,J14_average_speed,J2_stopped,J2_accumulated_waiting_time,J2_average_speed,J3_stopped,J3_accumulated_waiting_time,J3_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,14.06955292497296,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9379701949981973,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,9.77872630988215,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7799736669322835,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,1,3.0,0.3333333333333333,9.001106868559113,0,0.0,1.0,0,0.0,1.0,1,3.0,0.6372163692734333,0,0.0,1.0,0,0.0,1.0,1,3.0
20.0,3,14.0,1.5555555555555556,7.6359724446798065,0,0.0,1.0,0,0.0,1.0,3,14.0,0.519172409809263,0,0.0,1.0,0,0.0,1.0,3,14.0
25.0,4,30.0,3.3333333333333335,4.973946400512031,0,0.0,1.0,0,0.0,1.0,4,30.0,0.0919878711955699,0,0.0,1.0,0,0.0,1.0,4,30.0
30.0,5,53.0,5.888888888888889,5.7903348405585575,0,0.0,1.0,0,0.0,1.0,5,53.0,0.2845130151309558,0,0.0,1.0,0,0.0,1.0,5,53.0
35.0,5,78.0,9.75,4.066283588487474,0,0.0,1.0,0,0.0,1.0,5,78.0,0.2958883572026095,0,0.0,1.0,0,0.0,1.0,5,78.0
40.0,5,103.0,7.357142857142857,6.332932076940105,0,0.0,1.0,0,0.0,1.0,5,103.0,0.44137346775592157,0,0.0,1.0,0,0.0,1.0,5,103.0
45.0,5,128.0,6.095238095238095,8.100231689966908,0,0.0,1.0,0,0.0,1.0,5,128.0,0.5263162011760618,0,0.0,1.0,0,0.0,1.0,5,128.0
50.0,6,156.0,7.428571428571429,5.579621928047577,0,0.0,1.0,0,0.0,1.0,6,156.0,0.25889309848457137,0,0.0,1.0,0,0.0,1.0,6,156.0
55.0,10,196.0,8.909090909090908,3.446334909354831,0,0.0,1.0,0,0.0,1.0,9,195.0,0.18319872683213956,0,0.0,1.0,0,0.0,1.0,9,195.0
60.0,11,247.0,11.227272727272727,5.32912385627667,0,0.0,1.0,0,0.0,1.0,11,247.0,0.24277729403883613,0,0.0,1.0,0,0.0,1.0,11,247.0
65.0,11,298.0,13.545454545454545,5.336024986335343,0,0.0,1.0,0,0.0,1.0,11,298.0,0.21721833261020654,0,0.0,1.0,0,0.0,1.0,11,298.0
70.0,12,358.0,17.9,4.580465550669404,0,0.0,1.0,0,0.0,1.0,12,358.0,0.15095882420416898,0,0.0,1.0,0,0.0,1.0,12,358.0
75.0,13,418.0,20.9,3.297669455385788,0,0.0,1.0,0,0.0,1.0,13,418.0,0.15091553861443305,0,0.0,1.0,0,0.0,1.0,13,418.0
80.0,12,478.0,23.9,2.8900461294576862,0,0.0,1.0,0,0.0,1.0,12,478.0,0.11498388938081805,0,0.0,1.0,0,0.0,1.0,12,478.0
85.0,15,547.0,22.791666666666668,4.437538485466102,0,0.0,1.0,0,0.0,1.0,15,547.0,0.25438985110635404,0,0.0,1.0,0,0.0,1.0,15,547.0
90.0,17,625.0,23.14814814814815,3.149535911555572,0,0.0,1.0,0,0.0,1.0,17,625.0,0.17035190740362113,0,0.0,1.0,0,0.0,1.0,17,625.0
95.0,19,716.0,23.096774193548388,3.152803138863898,0,0.0,1.0,0,0.0,1.0,19,716.0,0.16554285402418872,0,0.0,1.0,0,0.0,1.0,19,716.0
100.0,21,818.0,24.78787878787879,3.611067115782885,0,0.0,1.0,0,0.0,1.0,21,818.0,0.16212254053061753,0,0.0,1.0,0,0.0,1.0,21,818.0
105.0,22,928.0,29.0,3.3452852342460058,0,0.0,1.0,0,0.0,1.0,22,928.0,0.12077146891995548,0,0.0,1.0,0,0.0,1.0,22,928.0
110.0,22,1038.0,34.6,3.2872953709234825,0,0.0,1.0,0,0.0,1.0,22,1038.0,0.0701621778507908,0,0.0,1.0,0,0.0,1.0,22,1038.0
115.0,22,1148.0,44.15384615384615,1.705345157311079,0,0.0,1.0,0,0.0,1.0,22,1148.0,0.042823301478161456,0,0.0,1.0,0,0.0,1.0,22,1148.0
120.0,22,1258.0,43.37931034482759,3.286959561395732,0,0.0,1.0,0,0.0,1.0,22,1258.0,0.14743603399863983,0,0.0,1.0,0,0.0,1.0,22,1258.0
125.0,22,1368.0,44.12903225806452,3.3590870100665606,0,0.0,1.0,0,0.0,1.0,22,1368.0,0.1933925630372683,0,0.0,1.0,0,0.0,1.0,22,1368.0
130.0,22,1478.0,49.266666666666666,2.7112011859208485,0,0.0,1.0,0,0.0,1.0,22,1478.0,0.050819328584090606,0,0.0,1.0,0,0.0,1.0,22,1478.0
135.0,22,1588.0,56.714285714285715,2.3957782670630716,0,0.0,1.0,0,0.0,1.0,22,1588.0,0.04130635767698199,0,0.0,1.0,0,0.0,1.0,22,1588.0
140.0,22,1698.0,58.55172413793103,3.0478683130283324,0,0.0,1.0,0,0.0,1.0,22,1698.0,0.16893410727475242,0,0.0,1.0,0,0.0,1.0,22,1698.0
145.0,22,1808.0,64.57142857142857,2.189643162336588,0,0.0,1.0,0,0.0,1.0,22,1808.0,0.10153836519527784,0,0.0,1.0,0,0.0,1.0,22,1808.0
150.0,22,1918.0,59.9375,3.9408483686170577,0,0.0,1.0,0,0.0,1.0,22,1918.0,0.1758617545590894,0,0.0,1.0,0,0.0,1.0,22,1918.0
155.0,22,2028.0,67.6,3.417324251926283,0,0.0,1.0,0,0.0,1.0,22,2028.0,0.10405366012501234,0,0.0,1.0,0,0.0,1.0,22,2028.0
