step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J0_stopped,J0_accumulated_waiting_time,J0_average_speed,J1_stopped,J1_accumulated_waiting_time,J1_average_speed,J14_stopped,J14_accumulated_waiting_time,J14_average_speed,J2_stopped,J2_accumulated_waiting_time,J2_average_speed,J3_stopped,J3_accumulated_waiting_time,J3_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.279775397753076,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9270102723702693,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,1,1.0,0.125,10.309227241070639,0,0.0,1.0,0,0.0,1.0,1,1.0,0.7901099673049939,0,0.0,1.0,0,0.0,1.0,1,1.0
15.0,1,6.0,0.5454545454545454,8.739427078294058,0,0.0,1.0,0,0.0,1.0,1,6.0,0.5969535457358883,0,0.0,1.0,0,0.0,1.0,1,6.0
20.0,1,11.0,1.0,10.494088091256925,0,0.0,1.0,0,0.0,1.0,1,11.0,0.7710140901046003,0,0.0,1.0,0,0.0,1.0,1,11.0
25.0,2,18.0,1.6363636363636365,9.345005193078824,0,0.0,1.0,0,0.0,1.0,2,18.0,0.6420955482664575,0,0.0,1.0,0,0.0,1.0,2,18.0
30.0,2,28.0,2.1538461538461537,8.766181606033133,0,0.0,1.0,0,0.0,1.0,2,28.0,0.6447034879122834,0,0.0,1.0,0,0.0,1.0,2,28.0
35.0,2,38.0,2.0,8.83430308710315,0,0.0,1.0,0,0.0,1.0,2,38.0,0.667039209501058,0,0.0,1.0,0,0.0,1.0,2,38.0
40.0,5,56.0,2.8,5.643394247870298,0,0.0,1.0,0,0.0,1.0,5,56.0,0.2687617632355793,0,0.0,1.0,0,0.0,1.0,5,56.0
45.0,7,86.0,4.526315789473684,5.591394969098129,0,0.0,1.0,0,0.0,1.0,6,85.0,0.3431753357250045,0,0.0,1.0,0,0.0,1.0,6,85.0
50.0,8,117.0,5.85,5.535150735473508,0,0.0,1.0,0,0.0,1.0,7,116.0,0.35364752107756214,0,0.0,1.0,0,0.0,1.0,7,116.0
55.0,7,151.0,6.863636363636363,6.568618621724671,0,0.0,1.0,0,0.0,1.0,7,151.0,0.34260863838109923,0,0.0,1.0,0,0.0,1.0,7,151.0
60.0,7,186.0,10.333333333333334,6.35005764098967,0,0.0,1.0,0,0.0,1.0,7,186.0,0.18196502907376502,0,0.0,1.0,0,0.0,1.0,7,186.0
65.0,10,227.0,11.947368421052632,5.676681819773566,0,0.0,1.0,0,0.0,1.0,9,226.0,0.24157940708268633,0,0.0,1.0,0,0.0,1.0,9,226.0
70.0,8,266.0,14.0,6.260864478048837,0,0.0,1.0,0,0.0,1.0,8,266.0,0.39433932718447023,0,0.0,1.0,0,0.0,1.0,8,266.0
75.0,9,309.0,16.263157894736842,5.017464507422141,0,0.0,1.0,0,0.0,1.0,9,309.0,0.2518838424586865,0,0.0,1.0,0,0.0,1.0,9,309.0
80.0,9,354.0,19.666666666666668,5.309628600623338,0,0.0,1.0,0,0.0,1.0,9,354.0,0.2737366722873581,0,0.0,1.0,0,0.0,1.0,9,354.0
85.0,9,399.0,23.470588235294116,5.504658857406026,0,0.0,1.0,0,0.0,1.0,9,399.0,0.27141304342658884,0,0.0,1.0,0,0.0,1.0,9,399.0
90.0,9,444.0,27.75,3.950865446149632,0,0.0,1.0,0,0.0,1.0,9,444.0,0.2180569789716119,0,0.0,1.0,0,0.0,1.0,9,444.0
95.0,10,494.0,29.058823529411764,4.414512601775167,0,0.0,1.0,0,0.0,1.0,10,494.0,0.24364662043298127,0,0.0,1.0,0,0.0,1.0,10,494.0
100.0,11,545.0,27.25,4.034316892447536,0,0.0,1.0,0,0.0,1.0,11,545.0,0.2040078311878888,0,0.0,1.0,0,0.0,1.0,11,545.0
105.0,11,600.0,26.08695652173913,5.119344642281389,0,0.0,1.0,0,0.0,1.0,11,600.0,0.3058342051370967,0,0.0,1.0,0,0.0,1.0,11,600.0
110.0,13,659.0,23.535714285714285,5.044920011428813,0,0.0,1.0,0,0.0,1.0,13,659.0,0.25851649414227224,0,0.0,1.0,0,0.0,1.0,13,659.0
115.0,15,733.0,27.14814814814815,4.102632638643423,0,0.0,1.0,0,0.0,1.0,15,733.0,0.21455257315198506,0,0.0,1.0,0,0.0,1.0,15,733.0
120.0,17,816.0,28.137931034482758,4.2514686352962,0,0.0,1.0,0,0.0,1.0,17,816.0,0.1626404359695547,0,0.0,1.0,0,0.0,1.0,17,816.0
125.0,17,901.0,33.370370370370374,4.547262809304104,0,0.0,1.0,0,0.0,1.0,17,901.0,0.2399620350029347,0,0.0,1.0,0,0.0,1.0,17,901.0
130.0,19,987.0,35.25,3.3921456479661525,0,0.0,1.0,0,0.0,1.0,19,987.0,0.1660131733983011,0,0.0,1.0,0,0.0,1.0,19,987.0
135.0,17,1071.0,35.7,3.987188191425844,0,0.0,1.0,0,0.0,1.0,17,1071.0,0.19956426652677864,0,0.0,1.0,0,0.0,1.0,17,1071.0
140.0,19,1158.0,38.6,2.965159700904175,0,0.0,1.0,0,0.0,1.0,18,1157.0,0.1222126255428609,0,0.0,1.0,0,0.0,1.0,18,1157.0
145.0,20,1253.0,39.15625,3.236564245540949,0,0.0,1.0,0,0.0,1.0,20,1253.0,0.134889488584264,0,0.0,1.0,0,0.0,1.0,20,1253.0
150.0,21,1357.0,41.121212121212125,3.2333273276236483,0,0.0,1.0,0,0.0,1.0,21,1357.0,0.1897554473519179,0,0.0,1.0,0,0.0,1.0,21,1357.0
155.0,23,1465.0,43.088235294117645,2.9493172205904936,0,0.0,1.0,0,0.0,1.0,22,1463.0,0.16102727203417314,0,0.0,1.0,0,0.0,1.0,22,1463.0
160.0,21,1567.0,46.088235294117645,2.563684333689678,0,0.0,1.0,0,0.0,1.0,21,1568.0,0.06965764894966575,0,0.0,1.0,0,0.0,1.0,21,1568.0
165.0,21,1672.0,49.1764705882353,3.3080381145543694,0,0.0,1.0,0,0.0,1.0,21,1672.0,0.08605239950718438,0,0.0,1.0,0,0.0,1.0,21,1672.0
170.0,21,1777.0,57.32258064516129,3.344917580977248,0,0.0,1.0,0,0.0,1.0,21,1777.0,0.11402473305760642,0,0.0,1.0,0,0.0,1.0,21,1777.0
175.0,21,1882.0,58.8125,3.700281864214835,0,0.0,1.0,0,0.0,1.0,21,1882.0,0.15180149929271572,0,0.0,1.0,0,0.0,1.0,21,1882.0
180.0,22,1991.0,64.2258064516129,3.4495840111910225,0,0.0,1.0,0,0.0,1.0,22,1991.0,0.10583471158640075,0,0.0,1.0,0,0.0,1.0,22,1991.0
185.0,22,2101.0,67.7741935483871,3.9057055830515806,0,0.0,1.0,0,0.0,1.0,22,2101.0,0.17752274437135646,0,0.0,1.0,0,0.0,1.0,22,2101.0
190.0,22,2211.0,78.96428571428571,2.2391128718485125,0,0.0,1.0,0,0.0,1.0,22,2211.0,0.1374224824595622,0,0.0,1.0,0,0.0,1.0,22,2211.0
195.0,23,2322.0,74.90322580645162,3.132900309400368,0,0.0,1.0,0,0.0,1.0,22,2321.0,0.11632866384946525,0,0.0,1.0,0,0.0,1.0,22,2321.0
200.0,22,2431.0,78.41935483870968,3.541769474912973,0,0.0,1.0,0,0.0,1.0,22,2431.0,0.17203401262875367,0,0.0,1.0,0,0.0,1.0,22,2431.0
205.0,23,2543.0,77.06060606060606,3.3650881114455617,0,0.0,1.0,0,0.0,1.0,22,2541.0,0.18375272779282445,0,0.0,1.0,0,0.0,1.0,22,2541.0
210.0,22,2651.0,75.74285714285715,4.0158470853709,0,0.0,1.0,0,0.0,1.0,22,2651.0,0.23252170208510528,0,0.0,1.0,0,0.0,1.0,22,2651.0
215.0,22,2761.0,76.69444444444444,3.6071139946793025,0,0.0,1.0,0,0.0,1.0,22,2761.0,0.1449103449234492,0,0.0,1.0,0,0.0,1.0,22,2761.0
220.0,22,2871.0,87.0,2.7144839608536278,0,0.0,1.0,0,0.0,1.0,22,2871.0,0.047957801427658486,0,0.0,1.0,0,0.0,1.0,22,2871.0
225.0,22,2981.0,102.79310344827586,2.1593948766384776,0,0.0,1.0,0,0.0,1.0,22,2981.0,0.02410812359301881,0,0.0,1.0,0,0.0,1.0,22,2981.0
230.0,22,3091.0,106.58620689655173,2.81988637144831,0,0.0,1.0,0,0.0,1.0,22,3091.0,0.11228043043258383,0,0.0,1.0,0,0.0,1.0,22,3091.0
235.0,22,3201.0,103.25806451612904,3.8095465298073514,0,0.0,1.0,0,0.0,1.0,22,3201.0,0.2312402294145232,0,0.0,1.0,0,0.0,1.0,22,3201.0
240.0,22,3311.0,106.80645161290323,2.534399980810761,0,0.0,1.0,0,0.0,1.0,22,3311.0,0.14407987203850253,0,0.0,1.0,0,0.0,1.0,22,3311.0
245.0,22,3421.0,100.61764705882354,3.0100157825590195,0,0.0,1.0,0,0.0,1.0,22,3421.0,0.12262296991390001,0,0.0,1.0,0,0.0,1.0,22,3421.0
250.0,22,3531.0,98.08333333333333,4.517699474515273,0,0.0,1.0,0,0.0,1.0,22,3531.0,0.21506258492974056,0,0.0,1.0,0,0.0,1.0,22,3531.0
255.0,23,3642.0,107.11764705882354,3.2010788995526984,0,0.0,1.0,0,0.0,1.0,22,3641.0,0.15528192883920577,0,0.0,1.0,0,0.0,1.0,22,3641.0
260.0,22,3751.0,121.0,2.424878832250059,0,0.0,1.0,0,0.0,1.0,22,3751.0,0.019432952911292458,0,0.0,1.0,0,0.0,1.0,22,3751.0
265.0,22,3861.0,120.65625,3.312273388743805,0,0.0,1.0,0,0.0,1.0,22,3861.0,0.12868412820640746,0,0.0,1.0,0,0.0,1.0,22,3861.0
270.0,22,3971.0,128.09677419354838,3.088198897545059,0,0.0,1.0,0,0.0,1.0,22,3971.0,0.15307773140501915,0,0.0,1.0,0,0.0,1.0,22,3971.0
275.0,22,4081.0,131.6451612903226,2.7364424635164504,0,0.0,1.0,0,0.0,1.0,22,4081.0,0.1096082170722821,0,0.0,1.0,0,0.0,1.0,22,4081.0
280.0,22,4191.0,135.19354838709677,3.284452670342757,0,0.0,1.0,0,0.0,1.0,22,4191.0,0.13547795916600164,0,0.0,1.0,0,0.0,1.0,22,4191.0
285.0,22,4301.0,138.74193548387098,3.063713355378724,0,0.0,1.0,0,0.0,1.0,22,4301.0,0.13219251501618123,0,0.0,1.0,0,0.0,1.0,22,4301.0
290.0,22,4411.0,142.29032258064515,3.2265776375108466,0,0.0,1.0,0,0.0,1.0,22,4411.0,0.10555802377391167,0,0.0,1.0,0,0.0,1.0,22,4411.0
295.0,22,4521.0,150.7,3.0321449874449162,0,0.0,1.0,0,0.0,1.0,22,4521.0,0.10537859829462526,0,0.0,1.0,0,0.0,1.0,22,4521.0
300.0,22,4631.0,154.36666666666667,2.938271086690659,0,0.0,1.0,0,0.0,1.0,22,4631.0,0.15062667248262682,0,0.0,1.0,0,0.0,1.0,22,4631.0
305.0,22,4741.0,148.15625,3.625149838444921,0,0.0,1.0,0,0.0,1.0,22,4741.0,0.17400506204490582,0,0.0,1.0,0,0.0,1.0,22,4741.0
310.0,22,4851.0,151.59375,3.5902423490685567,0,0.0,1.0,0,0.0,1.0,22,4851.0,0.12220299918717571,0,0.0,1.0,0,0.0,1.0,22,4851.0
315.0,22,4961.0,165.36666666666667,3.2729058033983347,0,0.0,1.0,0,0.0,1.0,22,4961.0,0.17746789397147256,0,0.0,1.0,0,0.0,1.0,22,4961.0
320.0,22,5071.0,153.66666666666666,3.149414050777378,0,0.0,1.0,0,0.0,1.0,22,5071.0,0.2002257800921431,0,0.0,1.0,0,0.0,1.0,22,5071.0
325.0,22,5181.0,152.38235294117646,3.1214119022123823,0,0.0,1.0,0,0.0,1.0,22,5181.0,0.17781212282324876,0,0.0,1.0,0,0.0,1.0,22,5181.0
330.0,23,5293.0,151.22857142857143,3.426249401765868,0,0.0,1.0,0,0.0,1.0,22,5291.0,0.15023378847647498,0,0.0,1.0,0,0.0,1.0,22,5291.0
335.0,22,5401.0,163.66666666666666,2.96295484302047,0,0.0,1.0,0,0.0,1.0,22,5401.0,0.10871577905271688,0,0.0,1.0,0,0.0,1.0,22,5401.0
340.0,22,5511.0,162.08823529411765,3.7847514763199293,0,0.0,1.0,0,0.0,1.0,22,5511.0,0.14706827937291475,0,0.0,1.0,0,0.0,1.0,22,5511.0
345.0,22,5621.0,160.6,4.800543829395161,0,0.0,1.0,0,0.0,1.0,22,5621.0,0.2325975993663815,0,0.0,1.0,0,0.0,1.0,22,5621.0
350.0,22,5731.0,163.74285714285713,4.005590097003952,0,0.0,1.0,0,0.0,1.0,22,5731.0,0.17791329688644963,0,0.0,1.0,0,0.0,1.0,22,5731.0
355.0,23,5842.0,162.27777777777777,3.925430433150339,0,0.0,1.0,0,0.0,1.0,22,5841.0,0.15939305980243912,0,0.0,1.0,0,0.0,1.0,22,5841.0
360.0,23,5953.0,175.08823529411765,2.9542646417230816,0,0.0,1.0,0,0.0,1.0,23,5953.0,0.10525814779796407,0,0.0,1.0,0,0.0,1.0,23,5953.0
365.0,22,6061.0,159.5,3.4284765288152057,0,0.0,1.0,0,0.0,1.0,22,6061.0,0.18634010734287187,0,0.0,1.0,0,0.0,1.0,22,6061.0
370.0,22,6171.0,166.78378378378378,3.3070665171774385,0,0.0,1.0,0,0.0,1.0,22,6171.0,0.18734748077308805,0,0.0,1.0,0,0.0,1.0,22,6171.0
375.0,23,6282.0,169.78378378378378,2.856021019871006,0,0.0,1.0,0,0.0,1.0,22,6281.0,0.08618907042567979,0,0.0,1.0,0,0.0,1.0,22,6281.0
380.0,22,6391.0,163.87179487179486,3.4129931253146526,0,0.0,1.0,0,0.0,1.0,22,6391.0,0.14808236939499156,0,0.0,1.0,0,0.0,1.0,22,6391.0
385.0,22,6501.0,175.7027027027027,3.455521385608278,0,0.0,1.0,0,0.0,1.0,22,6501.0,0.16726054454966074,0,0.0,1.0,0,0.0,1.0,22,6501.0
390.0,22,6611.0,188.88571428571427,3.3305639004506986,0,0.0,1.0,0,0.0,1.0,22,6611.0,0.11523790523536513,0,0.0,1.0,0,0.0,1.0,22,6611.0
395.0,22,6721.0,203.66666666666666,2.9562105619334664,0,0.0,1.0,0,0.0,1.0,22,6721.0,0.0941367181078414,0,0.0,1.0,0,0.0,1.0,22,6721.0
400.0,22,6831.0,220.3548387096774,2.5396861618899353,0,0.0,1.0,0,0.0,1.0,22,6831.0,0.056281327856492334,0,0.0,1.0,0,0.0,1.0,22,6831.0
405.0,22,6941.0,231.36666666666667,3.1888938122381503,0,0.0,1.0,0,0.0,1.0,22,6941.0,0.1375310530834913,0,0.0,1.0,0,0.0,1.0,22,6941.0
410.0,22,7051.0,243.13793103448276,2.645819930484013,0,0.0,1.0,0,0.0,1.0,22,7051.0,0.10719915632551283,0,0.0,1.0,0,0.0,1.0,22,7051.0
415.0,22,7161.0,246.93103448275863,2.0172895469813827,0,0.0,1.0,0,0.0,1.0,22,7161.0,0.08247018508472424,0,0.0,1.0,0,0.0,1.0,22,7161.0
420.0,22,7271.0,242.36666666666667,3.1297711784857487,0,0.0,1.0,0,0.0,1.0,22,7271.0,0.16582874958705093,0,0.0,1.0,0,0.0,1.0,22,7271.0
425.0,22,7381.0,230.65625,3.237564252919515,0,0.0,1.0,0,0.0,1.0,22,7381.0,0.14464441198404265,0,0.0,1.0,0,0.0,1.0,22,7381.0
430.0,22,7491.0,227.0,3.830811650698459,0,0.0,1.0,0,0.0,1.0,22,7491.0,0.17053262493598817,0,0.0,1.0,0,0.0,1.0,22,7491.0
435.0,22,7601.0,237.53125,3.4480697245570964,0,0.0,1.0,0,0.0,1.0,22,7601.0,0.14295028111694352,0,0.0,1.0,0,0.0,1.0,22,7601.0
440.0,22,7711.0,248.74193548387098,2.7998471981248283,0,0.0,1.0,0,0.0,1.0,22,7711.0,0.05085475388985517,0,0.0,1.0,0,0.0,1.0,22,7711.0
445.0,22,7821.0,260.7,3.280211007698829,0,0.0,1.0,0,0.0,1.0,22,7821.0,0.16889735546434406,0,0.0,1.0,0,0.0,1.0,22,7821.0
450.0,22,7931.0,273.48275862068965,2.4250460027313054,0,0.0,1.0,0,0.0,1.0,22,7931.0,0.09009494763014178,0,0.0,1.0,0,0.0,1.0,22,7931.0
