step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J0_stopped,J0_accumulated_waiting_time,J0_average_speed,J1_stopped,J1_accumulated_waiting_time,J1_average_speed,J14_stopped,J14_accumulated_waiting_time,J14_average_speed,J2_stopped,J2_accumulated_waiting_time,J2_average_speed,J3_stopped,J3_accumulated_waiting_time,J3_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.968490831212739,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9605424679331097,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,10.880359813643782,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8291793807597122,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,2,4.0,0.4444444444444444,6.9377777739148,0,0.0,1.0,0,0.0,1.0,1,3.0,0.4255288468303511,0,0.0,1.0,0,0.0,1.0,1,3.0
20.0,2,12.0,1.2,9.161939044567058,0,0.0,1.0,0,0.0,1.0,2,12.0,0.45112616605306705,0,0.0,1.0,0,0.0,1.0,2,12.0
25.0,3,24.0,2.6666666666666665,6.763214405108615,0,0.0,1.0,0,0.0,1.0,3,24.0,0.3656117330846604,0,0.0,1.0,0,0.0,1.0,3,24.0
30.0,4,40.0,2.857142857142857,8.40306153996239,0,0.0,1.0,0,0.0,1.0,4,40.0,0.6001353721757735,0,0.0,1.0,0,0.0,1.0,4,40.0
35.0,5,62.0,3.263157894736842,6.924618049889408,0,0.0,1.0,0,0.0,1.0,5,62.0,0.4745220509804632,0,0.0,1.0,0,0.0,1.0,5,62.0
40.0,8,93.0,3.875,5.326083345744542,0,0.0,1.0,0,0.0,1.0,7,92.0,0.3514804063732918,0,0.0,1.0,0,0.0,1.0,7,92.0
45.0,12,142.0,5.916666666666667,3.3670563469819803,0,0.0,1.0,0,0.0,1.0,12,142.0,0.1390076429408555,0,0.0,1.0,0,0.0,1.0,12,142.0
50.0,14,211.0,8.115384615384615,3.4541172949120242,0,0.0,1.0,0,0.0,1.0,14,211.0,0.0920660173277794,0,0.0,1.0,0,0.0,1.0,14,211.0
55.0,17,289.0,10.703703703703704,3.708572264662702,0,0.0,1.0,0,0.0,1.0,17,289.0,0.16973367228415515,0,0.0,1.0,0,0.0,1.0,17,289.0
60.0,18,376.0,13.428571428571429,4.289450892117784,0,0.0,1.0,0,0.0,1.0,18,376.0,0.26551969310800083,0,0.0,1.0,0,0.0,1.0,18,376.0
65.0,18,466.0,15.533333333333333,3.040417227624776,0,0.0,1.0,0,0.0,1.0,18,466.0,0.19175568980693278,0,0.0,1.0,0,0.0,1.0,18,466.0
70.0,18,556.0,16.848484848484848,3.959824002817836,0,0.0,1.0,0,0.0,1.0,18,556.0,0.20590043208234807,0,0.0,1.0,0,0.0,1.0,18,556.0
75.0,21,653.0,18.13888888888889,4.2492316757440385,0,0.0,1.0,0,0.0,1.0,20,652.0,0.15713305971830735,0,0.0,1.0,0,0.0,1.0,20,652.0
80.0,20,752.0,21.485714285714284,4.750461661222602,0,0.0,1.0,0,0.0,1.0,20,752.0,0.2610118787694369,0,0.0,1.0,0,0.0,1.0,20,752.0
85.0,21,852.0,25.058823529411764,4.346597718962577,0,0.0,1.0,0,0.0,1.0,21,852.0,0.16162897244025703,0,0.0,1.0,0,0.0,1.0,21,852.0
90.0,21,952.0,28.0,4.019741651269938,0,0.0,1.0,0,0.0,1.0,21,952.0,0.12715348489707237,0,0.0,1.0,0,0.0,1.0,21,952.0
95.0,22,1058.0,36.48275862068966,2.9613259093232944,0,0.0,1.0,0,0.0,1.0,22,1058.0,0.08350669061361633,0,0.0,1.0,0,0.0,1.0,22,1058.0
100.0,22,1168.0,41.714285714285715,2.6158847066661752,0,0.0,1.0,0,0.0,1.0,22,1168.0,0.11433834003942454,0,0.0,1.0,0,0.0,1.0,22,1168.0
105.0,22,1278.0,44.06896551724138,2.4371594939847863,0,0.0,1.0,0,0.0,1.0,22,1278.0,0.10653499720936942,0,0.0,1.0,0,0.0,1.0,22,1278.0
110.0,22,1388.0,47.86206896551724,2.8551944675207643,0,0.0,1.0,0,0.0,1.0,22,1388.0,0.10442752073853179,0,0.0,1.0,0,0.0,1.0,22,1388.0
115.0,22,1498.0,51.6551724137931,2.9514813369237523,0,0.0,1.0,0,0.0,1.0,22,1498.0,0.14505272133858316,0,0.0,1.0,0,0.0,1.0,22,1498.0
120.0,22,1608.0,55.44827586206897,2.841142169816727,0,0.0,1.0,0,0.0,1.0,22,1608.0,0.12881911574712454,0,0.0,1.0,0,0.0,1.0,22,1608.0
125.0,22,1718.0,59.241379310344826,2.7250161022987953,0,0.0,1.0,0,0.0,1.0,22,1718.0,0.10161786027054545,0,0.0,1.0,0,0.0,1.0,22,1718.0
130.0,22,1828.0,65.28571428571429,2.3756988280088245,0,0.0,1.0,0,0.0,1.0,22,1828.0,0.08229635532144124,0,0.0,1.0,0,0.0,1.0,22,1828.0
135.0,22,1938.0,69.21428571428571,2.4079823001497553,0,0.0,1.0,0,0.0,1.0,22,1938.0,0.08227533383332737,0,0.0,1.0,0,0.0,1.0,22,1938.0
140.0,22,2048.0,68.26666666666667,3.1617355307532176,0,0.0,1.0,0,0.0,1.0,22,2048.0,0.1842901627384885,0,0.0,1.0,0,0.0,1.0,22,2048.0
145.0,22,2158.0,69.61290322580645,3.151707543308077,0,0.0,1.0,0,0.0,1.0,22,2158.0,0.2006726720800436,0,0.0,1.0,0,0.0,1.0,22,2158.0
150.0,22,2268.0,75.6,1.8660763140183798,0,0.0,1.0,0,0.0,1.0,22,2268.0,0.059737297092453796,0,0.0,1.0,0,0.0,1.0,22,2268.0
155.0,22,2378.0,79.26666666666667,1.9935666484370504,0,0.0,1.0,0,0.0,1.0,22,2378.0,0.012934202512715195,0,0.0,1.0,0,0.0,1.0,22,2378.0
160.0,23,2490.0,92.22222222222223,1.6652559225961876,0,0.0,1.0,0,0.0,1.0,22,2488.0,0.04078889998128179,0,0.0,1.0,0,0.0,1.0,22,2488.0
165.0,22,2598.0,99.92307692307692,1.6409345241964746,0,0.0,1.0,0,0.0,1.0,22,2598.0,0.040989132179014814,0,0.0,1.0,0,0.0,1.0,22,2598.0
170.0,22,2708.0,96.71428571428571,2.4726187482095874,0,0.0,1.0,0,0.0,1.0,22,2708.0,0.10989000503360308,0,0.0,1.0,0,0.0,1.0,22,2708.0
175.0,22,2818.0,97.17241379310344,2.764929066853743,0,0.0,1.0,0,0.0,1.0,22,2818.0,0.17699086127436864,0,0.0,1.0,0,0.0,1.0,22,2818.0
180.0,22,2928.0,100.96551724137932,2.284322697926869,0,0.0,1.0,0,0.0,1.0,22,2928.0,0.12018648668411079,0,0.0,1.0,0,0.0,1.0,22,2928.0
185.0,22,3038.0,101.26666666666667,2.533455644855787,0,0.0,1.0,0,0.0,1.0,22,3038.0,0.08194439435857663,0,0.0,1.0,0,0.0,1.0,22,3038.0
190.0,22,3148.0,104.93333333333334,3.454150602452981,0,0.0,1.0,0,0.0,1.0,22,3148.0,0.1464795758456695,0,0.0,1.0,0,0.0,1.0,22,3148.0
195.0,22,3258.0,112.34482758620689,2.4671847612689684,0,0.0,1.0,0,0.0,1.0,22,3258.0,0.12314629715453523,0,0.0,1.0,0,0.0,1.0,22,3258.0
200.0,22,3368.0,105.25,3.4935884663170604,0,0.0,1.0,0,0.0,1.0,22,3368.0,0.18955243845329034,0,0.0,1.0,0,0.0,1.0,22,3368.0
205.0,22,3478.0,115.93333333333334,2.5047053153273757,0,0.0,1.0,0,0.0,1.0,22,3478.0,0.11893049369941801,0,0.0,1.0,0,0.0,1.0,22,3478.0
210.0,23,3590.0,115.80645161290323,2.454278651221702,0,0.0,1.0,0,0.0,1.0,22,3588.0,0.12079014392657055,0,0.0,1.0,0,0.0,1.0,22,3588.0
