step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J14_stopped,J14_accumulated_waiting_time,J14_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,10.777514401352576,0,0.0,0.8428132476229412,0,0.0
10.0,0,0.0,0.0,10.997967174017797,0,0.0,0.8368195901088287,0,0.0
15.0,0,0.0,0.0,8.341566091877642,0,0.0,0.6449385461875772,0,0.0
20.0,2,4.0,0.23529411764705882,8.059692108303917,2,4.0,0.566827700940159,2,4.0
25.0,2,5.0,0.3333333333333333,4.876081398094815,1,10.0,0.3118697584684489,1,10.0
30.0,3,13.0,0.8125,6.605502019610089,3,15.0,0.3687221273378584,3,15.0
35.0,3,23.0,1.5333333333333334,6.839909713519559,2,25.0,0.35747488963415747,2,25.0
40.0,2,32.0,2.2857142857142856,8.519476870705649,2,32.0,0.48846224661168636,2,32.0
45.0,1,2.0,0.15384615384615385,8.358821293039474,1,18.0,0.48286373736255406,1,18.0
50.0,2,10.0,0.8333333333333334,9.28149907552861,2,10.0,0.6094886201082881,2,10.0
55.0,2,2.0,0.14285714285714285,6.8633782284287905,2,3.0,0.4623853014777205,2,3.0
60.0,4,14.0,1.0,7.0594060752651675,3,13.0,0.3459052556124914,3,13.0
65.0,2,5.0,0.3333333333333333,8.117937630940515,2,9.0,0.48227358693236544,2,9.0
70.0,4,19.0,1.3571428571428572,7.092434036758818,4,19.0,0.3389272202613417,4,19.0
75.0,1,1.0,0.06666666666666667,6.042888850273312,1,12.0,0.36159007131194587,1,12.0
80.0,1,4.0,0.2857142857142857,9.140869713638509,1,6.0,0.592432695535255,1,6.0
85.0,3,3.0,0.21428571428571427,5.6655827472739615,3,5.0,0.27203884570848635,3,5.0
90.0,7,30.0,2.0,5.224782282826556,7,32.0,0.24822134515235073,7,32.0
95.0,1,1.0,0.058823529411764705,6.431407068223029,1,19.0,0.5113118362420573,1,19.0
100.0,2,8.0,0.42105263157894735,7.107600946512417,1,6.0,0.40034735302562224,1,6.0
105.0,3,17.0,0.8095238095238095,7.746370232750022,3,17.0,0.4217904176849761,3,17.0
110.0,3,32.0,1.6842105263157894,7.326843264121141,3,32.0,0.4354552503758968,3,32.0
115.0,5,12.0,0.6666666666666666,6.150660046010582,5,22.0,0.3522534157047839,5,22.0
120.0,8,46.0,2.5555555555555554,5.066094301883309,8,46.0,0.2671865767710137,8,46.0
125.0,2,3.0,0.15,5.9988319957772624,2,42.0,0.34065367162869037,2,42.0
130.0,3,9.0,0.47368421052631576,6.448381641309758,2,19.0,0.38870292860653183,2,19.0
135.0,5,28.0,1.4736842105263157,4.963346364625721,5,39.0,0.25852138089042365,5,39.0
140.0,5,14.0,0.7368421052631579,5.157924172218337,5,42.0,0.23269794195843846,5,42.0
145.0,8,50.0,2.7777777777777777,4.71497776860954,8,61.0,0.1957552551683405,8,61.0
150.0,2,8.0,0.4444444444444444,6.012768150781825,2,51.0,0.4399685409546847,2,51.0
155.0,3,4.0,0.2,6.248404572461416,3,34.0,0.3117690657086544,3,34.0
160.0,3,13.0,0.6190476190476191,7.271655847404198,3,29.0,0.4263115092771805,3,29.0
165.0,6,37.0,1.7619047619047619,4.939267457645007,6,43.0,0.2237755515432506,6,43.0
170.0,8,73.0,3.65,4.68507517964251,8,73.0,0.1466044853838486,8,73.0
175.0,9,117.0,6.5,4.902316977177155,9,117.0,0.11674370859637896,9,117.0
180.0,4,45.0,2.8125,4.971896546563375,4,107.0,0.1861488317300484,4,107.0
185.0,2,11.0,0.8461538461538461,5.856461548825052,2,57.0,0.2516329608199637,2,57.0
190.0,1,1.0,0.07692307692307693,7.359997523346994,1,47.0,0.28230741473831994,1,47.0
195.0,4,15.0,1.5,6.300058018016521,4,61.0,0.19015506834330617,4,61.0
200.0,4,35.0,4.375,6.2874409565705776,4,81.0,0.38271276959630823,4,81.0
205.0,2,12.0,1.5,3.8774653868037507,2,65.0,0.2614907840753426,2,65.0
210.0,3,9.0,0.8181818181818182,5.950474812728024,3,22.0,0.3211700580670283,3,22.0
215.0,1,3.0,0.25,7.526465417529302,1,16.0,0.4741329239424737,1,16.0
220.0,2,13.0,1.0,8.077265669640706,2,26.0,0.48488059788802396,2,26.0
225.0,3,5.0,0.4166666666666667,5.659879677024755,3,15.0,0.21198234590730566,3,15.0
230.0,4,24.0,1.8461538461538463,6.959692735505039,4,24.0,0.2908037883416925,4,24.0
235.0,1,1.0,0.07692307692307693,8.149726795104023,0,16.0,0.5945539365790953,0,16.0
240.0,2,6.0,0.5,7.462035005058464,2,6.0,0.4693553484808059,2,6.0
245.0,2,11.0,0.8461538461538461,7.008588386768834,2,12.0,0.36479160572336305,2,12.0
250.0,3,7.0,0.5384615384615384,8.607106931770074,3,9.0,0.600323539772585,3,9.0
255.0,5,25.0,1.7857142857142858,6.705288391365008,5,27.0,0.4005839822351512,5,27.0
260.0,2,3.0,0.21428571428571427,6.228228265600337,2,18.0,0.388806257314658,2,18.0
265.0,2,13.0,0.9285714285714286,8.1359499058689,2,13.0,0.33314298851789675,2,13.0
270.0,3,28.0,2.3333333333333335,8.405503948420401,3,28.0,0.42421388610777677,3,28.0
275.0,1,1.0,0.1,6.731519737538676,1,9.0,0.42854378866223314,1,9.0
280.0,3,14.0,1.1666666666666667,6.938484220459103,3,14.0,0.39421967003691144,3,14.0
285.0,1,1.0,0.1,8.341760850574746,0,2.0,0.681718030947329,0,2.0
290.0,1,1.0,0.09090909090909091,10.205972231845353,1,1.0,0.7535497912805649,1,1.0
295.0,0,0.0,0.0,8.72920532870159,0,0.0,0.5307597527150534,0,0.0
300.0,3,9.0,1.0,7.460521241341866,3,9.0,0.5289307741716747,3,9.0
305.0,2,3.0,0.3333333333333333,5.764982965778707,1,2.0,0.500332535372087,1,2.0
310.0,3,9.0,0.75,7.0754175474907255,3,10.0,0.4228426535810068,3,10.0
315.0,2,19.0,1.4615384615384615,5.816912515770185,2,19.0,0.36277803792385355,2,19.0
320.0,1,1.0,0.07142857142857142,7.384004090875364,1,11.0,0.5168295736618389,1,11.0
325.0,5,16.0,1.0666666666666667,5.324510935799307,5,16.0,0.271531205375914,5,16.0
330.0,2,9.0,0.5625,5.485575753132236,2,26.0,0.3709403719269419,2,26.0
335.0,3,8.0,0.47058823529411764,5.092855892704376,2,24.0,0.22585166097605872,2,24.0
340.0,3,21.0,1.1666666666666667,8.270611002576148,3,25.0,0.48359287673540274,3,25.0
345.0,4,37.0,2.3125,9.308683475377219,4,37.0,0.4441832736804812,4,37.0
350.0,4,57.0,3.3529411764705883,7.883489372401601,4,57.0,0.40676074172708143,4,57.0
355.0,4,77.0,4.8125,8.485777283004058,4,77.0,0.438814981635331,4,77.0
360.0,6,100.0,6.25,6.48096333876629,6,100.0,0.3291105502162069,6,100.0
365.0,2,5.0,0.3125,6.368393178225852,2,62.0,0.4449060512908897,2,62.0
370.0,3,10.0,0.47619047619047616,7.170569915781838,3,14.0,0.4750161348639975,3,14.0
375.0,2,5.0,0.21739130434782608,6.720307835875514,2,12.0,0.41164197501627153,2,12.0
380.0,4,23.0,1.15,6.2660637083200355,4,27.0,0.19430198473215674,4,27.0
385.0,4,43.0,2.5294117647058822,7.33780732151904,4,47.0,0.30473023951994715,4,47.0
390.0,4,63.0,3.7058823529411766,8.109439981707231,4,67.0,0.4621405685464247,4,67.0
395.0,1,1.0,0.06666666666666667,7.054027562772544,1,38.0,0.443875740502512,1,38.0
400.0,4,13.0,0.8125,7.15500049130106,4,12.0,0.34479306059321024,4,12.0
405.0,2,3.0,0.2,4.987024812036168,1,8.0,0.21303169956015602,1,8.0
410.0,3,16.0,1.3333333333333333,6.349908198722853,3,17.0,0.3182148694763237,3,17.0
415.0,2,3.0,0.2727272727272727,5.081954208279961,2,20.0,0.2146777153845239,2,20.0
420.0,4,19.0,1.5833333333333333,7.121231585217376,4,20.0,0.3971166014811057,4,20.0
425.0,0,0.0,0.0,4.700138598979953,0,12.0,0.2517602951234002,0,12.0
430.0,3,8.0,0.6153846153846154,8.685437790557902,3,8.0,0.5244154831171243,3,8.0
435.0,2,15.0,1.0,9.676791494994148,2,15.0,0.6554828661676972,2,15.0
440.0,5,33.0,1.9411764705882353,6.4096629576231035,5,33.0,0.39134586821645917,5,33.0
445.0,1,1.0,0.05263157894736842,6.0754048106283145,0,29.0,0.4437278391061753,0,29.0
450.0,4,7.0,0.3333333333333333,7.134911357013619,2,13.0,0.48159240376367424,2,13.0
455.0,2,11.0,0.5238095238095238,6.6876876859206975,2,11.0,0.38190737902845545,2,11.0
460.0,2,4.0,0.17391304347826086,8.134990442482076,2,9.0,0.5291321071219655,2,9.0
465.0,4,13.0,0.6190476190476191,6.389446218647914,4,17.0,0.3451627637310569,4,17.0
470.0,5,13.0,0.6190476190476191,5.149809449027204,4,21.0,0.3353195293153865,4,21.0
475.0,7,42.0,2.0,5.500974246032849,7,47.0,0.26277393617973294,7,47.0
480.0,5,18.0,0.9,5.59785413559191,4,53.0,0.2813084683487113,4,53.0
485.0,2,12.0,0.6666666666666666,5.541902172541111,2,37.0,0.3074633727360108,2,37.0
490.0,0,0.0,0.0,5.164858388009877,0,18.0,0.2220973313554912,0,18.0
495.0,5,17.0,1.0,6.434681750700233,5,27.0,0.3678743198085154,5,27.0
500.0,3,7.0,0.4375,4.96447324347596,3,26.0,0.2324280707168539,3,26.0
505.0,4,22.0,1.2941176470588236,7.17997960461872,4,26.0,0.3369054768766723,4,26.0
