step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J14_stopped,J14_accumulated_waiting_time,J14_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.161468088350944,0,0.0,0.9391465678318605,0,0.0
10.0,0,0.0,0.0,9.985440631546236,0,0.0,0.755478360849862,0,0.0
15.0,0,0.0,0.0,10.012760704020753,0,0.0,0.410927599071535,0,0.0
20.0,1,3.0,0.5,11.284524879521854,1,3.0,0.7169697179940155,1,3.0
25.0,1,8.0,1.6,9.017890024491223,1,8.0,0.7079008598054852,1,8.0
30.0,0,0.0,0.0,9.558094812440249,0,0.0,0.9459656504069405,0,0.0
35.0,0,0.0,0.0,12.980297078310828,0,0.0,0.9354846451915385,0,0.0
40.0,0,0.0,0.0,13.240806687599555,0,0.0,0.9658871785323515,0,0.0
45.0,0,0.0,0.0,11.66742642836241,0,0.0,0.9989637568085815,0,0.0
50.0,2,2.0,0.4,8.22511999901914,2,2.0,0.33190927421605326,2,2.0
55.0,2,8.0,1.3333333333333333,6.6265044488806035,2,8.0,0.48435537020040237,2,8.0
60.0,0,0.0,0.0,8.12185047745474,0,0.0,0.6586148301466092,0,0.0
65.0,0,0.0,0.0,11.264528139007176,0,0.0,0.8690598788683419,0,0.0
70.0,0,0.0,0.0,9.39042693660917,0,0.0,0.6780257066339739,0,0.0
75.0,1,3.0,0.21428571428571427,8.722195174922673,1,3.0,0.6016765320178628,1,3.0
80.0,4,19.0,1.1875,5.36507238263272,4,16.0,0.3392685457188359,4,16.0
85.0,1,1.0,0.06666666666666667,5.657975053154194,0,8.0,0.38038867165073165,0,8.0
90.0,1,2.0,0.14285714285714285,6.087771303846712,1,6.0,0.23557726884735178,1,6.0
95.0,2,4.0,0.25,7.5694484191405405,2,8.0,0.40554099928777787,2,8.0
100.0,5,20.0,1.3333333333333333,5.737314336562687,5,24.0,0.31437112057501054,5,24.0
105.0,4,13.0,0.8666666666666667,4.92608705689197,3,28.0,0.4054709511202823,3,28.0
110.0,1,3.0,0.17647058823529413,6.120963750043864,1,27.0,0.31877020175958876,1,27.0
115.0,2,9.0,0.6428571428571429,5.269122460027022,2,27.0,0.2440622325296127,2,27.0
120.0,2,2.0,0.14285714285714285,4.978531942496273,2,20.0,0.1922290824132242,2,20.0
125.0,8,27.0,1.9285714285714286,3.815685717983319,8,45.0,0.1963268124140972,8,45.0
130.0,3,15.0,1.0,4.590009369369184,3,43.0,0.35857536586385863,3,43.0
135.0,4,11.0,0.6470588235294118,5.9129281361439485,3,36.0,0.3343995350825749,3,36.0
140.0,1,1.0,0.058823529411764705,6.649472698701856,1,34.0,0.3702753257731834,1,34.0
145.0,4,13.0,0.9285714285714286,5.548747332965623,4,42.0,0.30728294600604955,4,42.0
150.0,3,8.0,0.5,5.402958737070552,3,35.0,0.26787909212417166,3,35.0
155.0,5,23.0,1.4375,6.392083306826982,5,53.0,0.32981717090080137,5,53.0
160.0,4,21.0,1.2352941176470589,5.755337211908229,3,67.0,0.3377080901045068,3,67.0
165.0,7,43.0,2.388888888888889,4.965310009942942,7,73.0,0.29072350055690066,7,73.0
170.0,4,18.0,0.9473684210526315,5.9546785392301445,4,64.0,0.34082178045671385,4,64.0
175.0,1,11.0,0.5238095238095238,7.635279026912697,1,44.0,0.5070375782259593,1,44.0
180.0,4,19.0,0.9047619047619048,6.77316088793364,2,32.0,0.330021960972504,2,32.0
185.0,1,1.0,0.058823529411764705,6.035350434021511,1,16.0,0.2833607860104712,1,16.0
190.0,5,18.0,1.2857142857142858,5.935297277071087,5,33.0,0.26060873942669044,5,33.0
195.0,2,6.0,0.46153846153846156,4.751151137951363,1,28.0,0.24409635036180555,1,28.0
200.0,1,5.0,0.29411764705882354,7.694308635190979,1,10.0,0.539593189732108,1,10.0
205.0,2,5.0,0.29411764705882354,7.5309651703405995,2,13.0,0.4497657826558257,2,13.0
210.0,6,27.0,1.588235294117647,5.148713251561647,6,32.0,0.21462258644533028,6,32.0
215.0,2,6.0,0.3333333333333333,6.439467799265287,1,25.0,0.42760775264636464,1,25.0
220.0,1,4.0,0.18181818181818182,9.240904238682653,1,9.0,0.6891740251650519,1,9.0
225.0,1,9.0,0.5625,7.791320855600589,1,9.0,0.30270116434751076,1,9.0
230.0,1,3.0,0.2,8.705706243143416,1,3.0,0.27929945880752727,1,3.0
235.0,2,13.0,1.1818181818181819,10.397947303027177,2,13.0,0.6762595106622622,2,13.0
240.0,0,0.0,0.0,6.564334891878966,0,8.0,0.418755909940072,0,8.0
245.0,1,3.0,0.2,8.555478878996585,1,3.0,0.5344750686954218,1,3.0
250.0,4,8.0,0.5,5.9721767791992315,4,8.0,0.31032194095499543,4,8.0
255.0,4,25.0,1.5625,7.154390535953097,4,25.0,0.4425794999049695,4,25.0
260.0,1,4.0,0.26666666666666666,7.508224332105838,1,16.0,0.3684499700138797,1,16.0
265.0,2,11.0,0.6875,7.871554034076509,2,13.0,0.44744411704155834,2,13.0
270.0,2,9.0,0.75,7.342749236656753,2,14.0,0.38292331404168156,2,14.0
275.0,4,26.0,2.888888888888889,3.8596421005462562,4,28.0,0.006035266341635772,4,28.0
280.0,1,1.0,0.09090909090909091,6.2124926107579395,0,15.0,0.49740481061397496,0,15.0
285.0,0,0.0,0.0,11.272176833779248,0,0.0,0.8975547693942776,0,0.0
290.0,0,0.0,0.0,8.886850468782768,0,0.0,0.5299083580906198,0,0.0
295.0,3,13.0,0.9285714285714286,7.520610806993247,3,13.0,0.45310893460468105,3,13.0
300.0,4,30.0,2.0,5.774139632364424,4,30.0,0.34586635331495946,4,30.0
305.0,1,2.0,0.15384615384615385,5.592814112685872,1,15.0,0.4529140389434044,1,15.0
310.0,2,8.0,0.6153846153846154,6.309797180715919,2,8.0,0.2574629210430909,2,8.0
315.0,2,15.0,1.1538461538461537,8.404935582099137,2,15.0,0.5352915973985539,2,15.0
320.0,1,2.0,0.125,9.450625897416417,1,5.0,0.6968587025969966,1,5.0
325.0,2,10.0,0.6666666666666666,7.8068149105306,2,13.0,0.5342174027268521,2,13.0
330.0,1,1.0,0.05555555555555555,7.558944609230451,0,3.0,0.5673048345016184,0,3.0
335.0,3,10.0,0.5882352941176471,6.799256204943329,2,9.0,0.449248558927175,2,9.0
340.0,1,1.0,0.05555555555555555,6.6904440743866225,1,9.0,0.4226113239311665,1,9.0
345.0,6,22.0,1.4666666666666666,5.266418862856725,6,24.0,0.1992974181747191,6,24.0
350.0,3,6.0,0.46153846153846156,3.5185943064156495,2,22.0,0.12699247198662736,2,22.0
355.0,1,9.0,0.47368421052631576,9.334935012312704,1,16.0,0.6910668506827627,1,16.0
360.0,2,4.0,0.2222222222222222,8.792415745125274,2,11.0,0.5989511656249381,2,11.0
365.0,7,25.0,1.3888888888888888,4.774589969088902,7,32.0,0.08575716929916645,7,32.0
370.0,2,4.0,0.2222222222222222,7.0246046111433476,1,21.0,0.4771130824114627,1,21.0
375.0,2,11.0,0.5789473684210527,7.1734501712350305,2,17.0,0.4436721490148717,2,17.0
380.0,5,16.0,0.8888888888888888,6.176712898356889,4,21.0,0.3772343069108037,4,21.0
385.0,7,45.0,2.3684210526315788,4.309826523278315,7,51.0,0.22440582925150254,7,51.0
390.0,2,10.0,0.5,6.62647041126278,2,38.0,0.3796267306080798,2,38.0
395.0,3,9.0,0.5625,6.161079348067771,2,23.0,0.26027435352397993,2,23.0
400.0,3,5.0,0.2631578947368421,6.4324754542952745,3,24.0,0.37259773399437174,3,24.0
405.0,6,28.0,1.3333333333333333,7.413433547412971,6,43.0,0.4531904543884314,6,43.0
410.0,7,15.0,0.6818181818181818,3.987060215515717,6,40.0,0.21290995552963002,6,40.0
415.0,3,13.0,0.52,6.0664623020570625,2,37.0,0.3133861803426923,2,37.0
420.0,2,6.0,0.2222222222222222,5.441163802424662,2,39.0,0.2803763218646141,2,39.0
425.0,8,37.0,1.4230769230769231,5.394391660802583,8,63.0,0.2821765710760744,8,63.0
430.0,6,19.0,0.8636363636363636,3.393286157143974,6,64.0,0.1999120362010856,6,64.0
435.0,6,23.0,1.0,4.973286243187249,5,58.0,0.21502835695232134,5,58.0
440.0,2,2.0,0.09090909090909091,3.869051360705332,2,60.0,0.1819777154695182,2,60.0
445.0,8,30.0,1.3043478260869565,4.901933951561272,8,83.0,0.2547510257507987,8,83.0
450.0,5,15.0,0.6521739130434783,4.339498400882866,5,75.0,0.26912439531115495,5,75.0
455.0,6,26.0,1.0833333333333333,5.2980546455725595,6,76.0,0.27914130437864126,6,76.0
460.0,7,23.0,1.0,5.43990297058418,7,81.0,0.22415564207132108,7,81.0
465.0,9,45.0,2.25,4.783213101274579,9,91.0,0.16740154615562192,9,91.0
470.0,5,21.0,1.1666666666666667,3.7701572908658485,4,77.0,0.20400275960802536,4,77.0
475.0,4,10.0,0.5555555555555556,5.227264805252594,3,62.0,0.2105306565387756,3,62.0
480.0,2,5.0,0.2631578947368421,6.602844268196805,2,53.0,0.34590976052722305,2,53.0
485.0,6,31.0,1.8235294117647058,5.582168821453571,6,79.0,0.3204243258957055,6,79.0
490.0,3,7.0,0.4117647058823529,4.032938467482151,3,63.0,0.27959589775550736,3,63.0
495.0,3,10.0,0.45454545454545453,5.924513502340589,2,36.0,0.3499034427978501,2,36.0
500.0,3,6.0,0.3157894736842105,5.145335874291358,3,37.0,0.3110526220920054,3,37.0
505.0,10,40.0,1.8181818181818181,5.185965125000345,10,68.0,0.2151120890275473,10,68.0
510.0,3,20.0,0.8695652173913043,6.8389157827708065,3,65.0,0.4676223442695069,3,65.0
515.0,2,3.0,0.13636363636363635,7.232986704992023,1,23.0,0.39742793860482295,1,23.0
520.0,3,8.0,0.34782608695652173,6.1120650731674235,3,32.0,0.2692970470337866,3,32.0
525.0,8,40.0,2.2222222222222223,5.328228249356107,8,59.0,0.23833799492092342,8,59.0
530.0,3,10.0,0.5,4.603378020954831,3,47.0,0.22993159171518543,3,47.0
535.0,3,16.0,0.8,7.447985080428573,3,32.0,0.42659833007626474,3,32.0
540.0,4,11.0,0.5,6.379215794871007,3,42.0,0.3403847191546542,3,42.0
545.0,8,43.0,2.263157894736842,4.1074898421282855,8,59.0,0.22384074345469135,8,59.0
550.0,5,23.0,1.0952380952380953,4.233113652677609,3,56.0,0.21776285525602884,3,56.0
555.0,4,16.0,0.6956521739130435,7.767632341726687,2,31.0,0.5833705287158429,2,31.0
560.0,4,5.0,0.23809523809523808,5.527832223226039,3,33.0,0.35229302097259635,3,33.0
565.0,7,25.0,1.3888888888888888,3.629124573106579,7,49.0,0.07710955768256357,7,49.0
570.0,2,3.0,0.16666666666666666,4.64202144644033,2,46.0,0.2066500808361903,2,46.0
575.0,3,12.0,0.6,6.610788994642074,2,29.0,0.44273193534131977,2,29.0
580.0,1,3.0,0.13636363636363635,6.808114511170417,1,34.0,0.4178625922645835,1,34.0
585.0,8,32.0,1.6,3.4986326510217842,8,56.0,0.1238505031317367,8,56.0
590.0,3,6.0,0.3157894736842105,3.6907077546954437,2,43.0,0.19389624566747218,2,43.0
595.0,6,28.0,1.4,5.7412138265716575,6,48.0,0.2388148982450769,6,48.0
600.0,7,31.0,1.7222222222222223,3.805613059453963,6,64.0,0.09070340942785272,6,64.0
605.0,8,44.0,2.75,3.2792416598388696,7,89.0,0.1481876303465044,7,89.0
610.0,5,20.0,1.1764705882352942,4.3912558888302655,4,72.0,0.27417381065759483,4,72.0
615.0,5,44.0,2.75,6.657190589902532,5,79.0,0.2946079159695929,5,79.0
620.0,4,26.0,1.7333333333333334,7.145121681712415,4,79.0,0.29037613152886266,4,79.0
625.0,3,14.0,0.8235294117647058,8.564066819300896,3,45.0,0.5016356215882545,3,45.0
630.0,2,2.0,0.1111111111111111,8.636674557160477,2,14.0,0.5869694074416768,2,14.0
635.0,3,14.0,0.7368421052631579,7.460992662825143,3,26.0,0.4284304627991377,3,26.0
640.0,3,9.0,0.45,5.97052214375273,3,20.0,0.31756071212676434,3,20.0
645.0,6,30.0,1.6666666666666667,6.003722333095859,6,30.0,0.3212111434031176,6,30.0
650.0,3,5.0,0.29411764705882354,4.52977739660021,2,18.0,0.245572808693293,2,18.0
655.0,6,25.0,1.3157894736842106,6.714741803508266,5,24.0,0.38487132122650214,5,24.0
660.0,2,8.0,0.4444444444444444,7.806749535648631,2,24.0,0.41507533162435917,2,24.0
665.0,5,26.0,1.7333333333333334,6.315475464609729,5,26.0,0.22412803373046883,5,26.0
670.0,0,0.0,0.0,6.722310417793158,0,11.0,0.41398669240734937,0,11.0
