step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J0_stopped,J0_accumulated_waiting_time,J0_average_speed,J1_stopped,J1_accumulated_waiting_time,J1_average_speed,J14_stopped,J14_accumulated_waiting_time,J14_average_speed,J2_stopped,J2_accumulated_waiting_time,J2_average_speed,J3_stopped,J3_accumulated_waiting_time,J3_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.862217195805133,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9759566420093768,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,11.040586745409161,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8431564447176358,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,1,2.0,0.25,10.906211140072852,0,0.0,1.0,0,0.0,1.0,1,2.0,0.7880559748447438,0,0.0,1.0,0,0.0,1.0,1,2.0
20.0,1,7.0,0.7777777777777778,9.15905129749056,0,0.0,1.0,0,0.0,1.0,1,7.0,0.5827841107982701,0,0.0,1.0,0,0.0,1.0,1,7.0
25.0,1,12.0,1.2,9.229935030867662,0,0.0,1.0,0,0.0,1.0,1,12.0,0.5251966862558618,0,0.0,1.0,0,0.0,1.0,1,12.0
30.0,1,17.0,1.4166666666666667,8.718923390605944,0,0.0,1.0,0,0.0,1.0,1,17.0,0.5221589874571532,0,0.0,1.0,0,0.0,1.0,1,17.0
35.0,2,25.0,2.5,7.45085465862812,0,0.0,1.0,0,0.0,1.0,2,25.0,0.41564634812189305,0,0.0,1.0,0,0.0,1.0,2,25.0
40.0,3,37.0,3.0833333333333335,8.332959717730972,0,0.0,1.0,0,0.0,1.0,3,37.0,0.48018579167497133,0,0.0,1.0,0,0.0,1.0,3,37.0
45.0,6,59.0,4.916666666666667,5.223213475390708,0,0.0,1.0,0,0.0,1.0,6,59.0,0.33558153474966745,0,0.0,1.0,0,0.0,1.0,6,59.0
50.0,7,94.0,6.266666666666667,5.1139089743498,0,0.0,1.0,0,0.0,1.0,7,94.0,0.3484570102305903,0,0.0,1.0,0,0.0,1.0,7,94.0
55.0,8,131.0,8.733333333333333,4.250721727975172,0,0.0,1.0,0,0.0,1.0,8,131.0,0.1356317621615988,0,0.0,1.0,0,0.0,1.0,8,131.0
60.0,10,175.0,9.722222222222221,5.35988352991391,0,0.0,1.0,0,0.0,1.0,10,175.0,0.30832242111946145,0,0.0,1.0,0,0.0,1.0,10,175.0
65.0,9,220.0,11.578947368421053,4.51281251804849,0,0.0,1.0,0,0.0,1.0,9,220.0,0.2726023141052855,0,0.0,1.0,0,0.0,1.0,9,220.0
70.0,9,265.0,13.947368421052632,3.411509443080847,0,0.0,1.0,0,0.0,1.0,9,265.0,0.14323683512778126,0,0.0,1.0,0,0.0,1.0,9,265.0
75.0,12,323.0,14.043478260869565,5.341126027069458,0,0.0,1.0,0,0.0,1.0,12,323.0,0.27157242295676637,0,0.0,1.0,0,0.0,1.0,12,323.0
80.0,13,384.0,18.285714285714285,3.5055643076221568,0,0.0,1.0,0,0.0,1.0,12,383.0,0.22693653792505153,0,0.0,1.0,0,0.0,1.0,12,383.0
