step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J0_stopped,J0_accumulated_waiting_time,J0_average_speed,J1_stopped,J1_accumulated_waiting_time,J1_average_speed,J14_stopped,J14_accumulated_waiting_time,J14_average_speed,J2_stopped,J2_accumulated_waiting_time,J2_average_speed,J3_stopped,J3_accumulated_waiting_time,J3_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,11.857683174024018,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9222715420198596,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,8.49004186661848,0,0.0,1.0,0,0.0,1.0,0,0.0,0.672780201707604,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,4,11.0,0.8461538461538461,6.855144601462352,0,0.0,1.0,0,0.0,1.0,4,11.0,0.4918619007530982,0,0.0,1.0,0,0.0,1.0,4,11.0
20.0,5,25.0,1.4705882352941178,7.232803279994599,0,0.0,1.0,0,0.0,1.0,5,25.0,0.4606285461625971,0,0.0,1.0,0,0.0,1.0,5,25.0
25.0,3,40.0,2.2222222222222223,8.134088608089007,0,0.0,1.0,0,0.0,1.0,3,40.0,0.5270016774752071,0,0.0,1.0,0,0.0,1.0,3,40.0
30.0,3,55.0,3.4375,7.231089315860714,0,0.0,1.0,0,0.0,1.0,3,55.0,0.3475784019578414,0,0.0,1.0,0,0.0,1.0,3,55.0
35.0,6,78.0,4.875,6.709280009083725,0,0.0,1.0,0,0.0,1.0,6,78.0,0.4127642864851842,0,0.0,1.0,0,0.0,1.0,6,78.0
40.0,7,113.0,6.647058823529412,6.915367312034624,0,0.0,1.0,0,0.0,1.0,7,113.0,0.3877717057668739,0,0.0,1.0,0,0.0,1.0,7,113.0
45.0,7,148.0,7.4,6.394474130846095,0,0.0,1.0,0,0.0,1.0,7,148.0,0.44803672574021947,0,0.0,1.0,0,0.0,1.0,7,148.0
50.0,7,183.0,9.15,5.246049672034376,0,0.0,1.0,0,0.0,1.0,7,183.0,0.24488379876685773,0,0.0,1.0,0,0.0,1.0,7,183.0
55.0,8,220.0,12.222222222222221,3.852780897508018,0,0.0,1.0,0,0.0,1.0,7,218.0,0.14681274083778637,0,0.0,1.0,0,0.0,1.0,7,218.0
60.0,7,253.0,11.0,5.857083733566608,0,0.0,1.0,0,0.0,1.0,7,253.0,0.35895971063919235,0,0.0,1.0,0,0.0,1.0,7,253.0
65.0,7,288.0,11.076923076923077,6.038614826953184,0,0.0,1.0,0,0.0,1.0,7,288.0,0.3984602777402027,0,0.0,1.0,0,0.0,1.0,7,288.0
70.0,9,329.0,11.75,5.838093296534116,0,0.0,1.0,0,0.0,1.0,8,328.0,0.31208466532903395,0,0.0,1.0,0,0.0,1.0,8,328.0
75.0,10,372.0,12.827586206896552,4.283979704098552,0,0.0,1.0,0,0.0,1.0,10,372.0,0.19463080386077672,0,0.0,1.0,0,0.0,1.0,10,372.0
80.0,12,425.0,13.28125,4.446224512554776,0,0.0,1.0,0,0.0,1.0,11,427.0,0.20959529608562275,0,0.0,1.0,0,0.0,1.0,11,427.0
